Key	"Experiment 1"	"Experiment 2"	"Experiment 3"	"Experiment 4"	"Experiment 5"	"Experiment 6"	"Experiment 7"	"Experiment 8"	"Experiment 9"	"Experiment 10"	"Experiment 11"	"Experiment 12"	"Experiment 13"	"Experiment 14"	"Experiment 15"	"Experiment 16"	"Experiment 17"	"Experiment 18"	"Experiment 19"	"Experiment 20"	"Experiment 21"	"Experiment 22"	"Experiment 23"	"Experiment 24"	"Experiment 25"	"Experiment 26"	"Experiment 27"	"Experiment 28"	"Experiment 29"	"Experiment 30"	"Experiment 31"	"Experiment 32"	"Experiment 33"	"Experiment 34"	"Experiment 35"	"Experiment 36"	"Experiment 37"	"Experiment 38"	"Experiment 39"	"Experiment 40"	"Experiment 41"	"Experiment 42"	"Experiment 43"	"Experiment 44"	"Experiment 45"	"Experiment 46"	"Experiment 47"	"Experiment 48"	"Experiment 49"	"Experiment 50"	"Experiment 51"	"Experiment 52"	"Experiment 53"	"Experiment 54"	"Experiment 55"	"Experiment 56"	"Experiment 57"	"Experiment 58"	"Experiment 59"	"Experiment 60"	"Experiment 61"	"Experiment 62"	"Experiment 63"	"Experiment 64"	"Experiment 65"	"Experiment 66"	"Experiment 67"	"Experiment 68"	"Experiment 69"	"Experiment 70"	"Experiment 71"	"Experiment 72"	"Experiment 73"	"Experiment 74"	"Experiment 75"	"Experiment 76"	"Experiment 77"	"Experiment 78"	"Experiment 79"	"Experiment 80"	"Experiment 81"	"Experiment 82"	"Experiment 83"	"Experiment 84"	"Experiment 85"	"Experiment 86"	"Experiment 87"	"Experiment 88"	"Experiment 89"	"Experiment 90"	"Experiment 91"	"Experiment 92"	"Experiment 93"	"Experiment 94"	"Experiment 95"	"Experiment 96"	"Experiment 97"	"Experiment 98"	"Experiment 99"	"Experiment 100"	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular location [CC]
abgT	5.3345	5.6817	5.3583	5.555	5.5544	5.3158	6.168	6.1354	6.976	6.9288	6.6245	6.2864	6.7658	6.9014	6.7013	6.872	6.8526	6.6821	6.8298	6.9274	6.6536	6.9168	6.9317	6.8059	6.6692	7.2578	6.8104	7.0717	6.8583	7.2805	7.2241	6.9531	6.8049	6.881	7.0246	6.9833	6.8566	6.8978	6.8111	6.8851	7.1118	7.2042	7.2476	6.9545	6.9776	7.1036	6.9138	6.9392	7.0181	7.1296	6.8801	6.8921	6.8987	7.0764	7.0852	6.7936	6.8231	6.9624	7.0709	6.8531	6.9046	7.0781	6.8337	6.9983	6.9515	7.1673	6.9884	7.0342	6.5981	6.9594	7.0184	6.8415	6.8342	6.7323	6.9834	6.9323	6.9222	7.0732	7.0721	7.0666	7.0504	7.0788	6.9133	7.9496	7.585	7.7154	7.4041	7.869	7.4785	7.4725	7.5628	7.3482	7.6986	7.6998	7.9348	8.1634	7.8764	7.9597	8.4801	7.7649	amino acid transport [GO:0006865]| p-aminobenzoyl-glutamate transmembrane transport [GO:1902604]| p-aminobenzoyl-glutamate transport [GO:0015814]	integral component of membrane [GO:0016021]| plasma membrane [GO:0005886]	secondary active p-aminobenzoyl-glutamate transmembrane transporter activity [GO:0015558]| secondary active transmembrane transporter activity [GO:0015291]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}| Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
abrB	8.0422	8.0509	7.554	8.1425	7.7775	7.9803	7.635	7.5918	8.4968	8.449	8.0495	8.1489	8.4314	8.3005	8.3836	8.4243	7.905	8.0318	8.058	8.0688	7.7956	7.8486	8.2226	8.2677	8.2101	8.513	8.3874	8.4748	8.1979	8.1317	8.1885	8.1758	8.024	8.3078	8.3986	8.5099	8.2908	8.2588	8.0499	8.4373	7.9958	8.1594	8.1452	8.4109	8.3544	8.4286	8.1746	8.151	8.0538	8.1479	8.0247	7.9559	7.8192	7.8612	8.0155	8.2457	8.2577	8.4745	8.2733	8.2049	8.1238	8.3853	8.4123	8.6003	8.2767	7.9883	7.9232	8.07	7.9986	7.9985	8.0544	7.9482	7.8487	7.8397	7.9655	7.9561	8.0258	7.9169	7.7976	7.7637	7.8862	7.8742	8.1188	8.4747	8.4193	8.3887	8.2176	8.2413	8.3945	8.172	8.1929	8.4042	8.4395	8.3435	8.2485	8.3057	8.1748	8.2677	8.2985	8.8892	regulation of gene expression [GO:0010468]	integral component of membrane [GO:0016021]| plasma membrane [GO:0005886]		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}| Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
accA	9.1185	9.3889	8.9416	9.244	8.6996	8.6716	9.5994	9.5893	9.6008	9.146	9.8922	9.3598	10.151	9.5864	9.8378	9.7268	10.259	10.079	10.343	10.112	9.9142	9.717	10.207	10.375	10.104	9.656	9.4886	9.6385	9.7032	9.716	9.5688	9.6771	9.3954	9.537	9.6355	9.5704	9.6132	9.0598	9.5484	9.5079	10.323	10.118	10.251	10.181	10.152	10.273	10.07	9.9348	9.8131	10.022	10.234	10.109	9.7624	9.7752	9.9534	10.184	9.9858	10.098	10.204	10.086	10.088	9.9271	9.7924	10.449	9.9891	9.8674	10.058	9.9628	10.212	10.104	10.009	10.001	9.7371	10.084	9.9463	9.9224	9.9284	9.9276	9.7378	9.6881	10.039	10.164	10.186	10.13	9.8781	10.028	10.484	10.169	9.7833	10.282	9.6447	9.602	10.045	9.7773	9.9188	9.8081	9.5524	9.2791	9.4347	9.1921	fatty acid biosynthetic process [GO:0006633]| long-chain fatty acid biosynthetic process [GO:0042759]| malonyl-CoA biosynthetic process [GO:2001295]	acetate CoA-transferase complex [GO:0009329]| cytoplasm [GO:0005737]| cytosol [GO:0005829]	acetyl-CoA carboxylase activity [GO:0003989]| ATP binding [GO:0005524]| carboxyl- or carbamoyltransferase activity [GO:0016743]| identical protein binding [GO:0042802]	SUBCELLULAR LOCATION: Cytoplasm.
accB	10.376	10.188	10.644	10.88	10.954	10.641	11.115	11.165	10.218	10.286	11.117	11.086	11.074	10.932	10.819	10.662	12.084	12.254	11.757	11.659	11.685	11.796	12.335	12.316	12.289	11.961	12.152	12.046	12.204	12.255	12.155	12.046	12.257	12.149	11.721	11.702	11.713	11.614	11.476	11.546	11.347	11.537	11.038	11.707	11.66	11.53	11.317	11.282	11.16	11.235	11.436	11.431	11.162	10.817	11.102	11.551	11.619	11.486	11.34	11.478	11.435	11.629	11.643	11.513	11.521	11.426	11.464	10.986	11.371	11.649	11.322	11.391	11.647	11.276	11.465	11.56	11.478	11.259	11.196	11.24	11.446	11.409	11.63	11.817	11.458	11.291	11.334	11.293	11.244	11.103	10.83	11.053	11.066	11.056	10.796	11.2	10.654	9.1654	9.3768	9.4153	fatty acid biosynthetic process [GO:0006633]| protein biotinylation [GO:0009305]	acetyl-CoA carboxylase complex [GO:0009317]| cytoplasm [GO:0005737]| cytosol [GO:0005829]	acetyl-CoA carboxylase activity [GO:0003989]	
accC	8.982	8.8691	9.0523	9.4	9.3146	9.1512	9.7175	9.8997	9.2565	9.2726	9.6847	9.6086	9.775	9.5028	9.5858	9.4892	10.809	10.703	10.335	10.437	10.297	10.711	11.293	11.445	11.346	10.772	10.876	10.501	10.97	10.99	10.748	10.722	10.904	10.834	10.355	10.43	10.584	10.242	10.089	10.093	10.523	10.276	9.9449	10.514	10.561	10.468	10.259	10.108	10.041	9.9875	10.308	10.317	9.9513	9.5006	9.8601	10.442	10.397	10.389	10.313	10.436	10.358	10.197	10.436	10.422	10.401	10.427	10.469	9.9567	10.414	10.629	10.256	10.377	10.376	10.476	10.473	10.53	10.566	10.24	10.218	10.36	10.496	10.229	10.648	10.792	10.53	10.356	10.585	10.37	9.8603	10.145	9.5158	9.5704	9.7467	9.5214	10.538	10.823	10.354	10.164	10.131	8.7451	fatty acid biosynthetic process [GO:0006633]| malonyl-CoA biosynthetic process [GO:2001295]| negative regulation of fatty acid biosynthetic process [GO:0045717]	cytoplasm [GO:0005737]| cytosol [GO:0005829]	acetyl-CoA carboxylase activity [GO:0003989]| ATP binding [GO:0005524]| biotin carboxylase activity [GO:0004075]| metal ion binding [GO:0046872]	
accD	9.2343	9.3707	9.6587	10.102	9.8065	9.2074	9.7155	9.8279	8.9508	9.537	9.7175	9.8307	10.063	10.068	9.7407	9.8963	10.879	10.793	10.812	10.492	10.424	10.465	10.683	10.75	10.563	10.771	10.973	10.909	10.686	10.569	10.531	10.397	10.616	10.428	10.259	10.182	10.272	10.252	10.152	10.163	10.331	10.513	9.8796	10.79	10.664	10.608	10.573	10.478	10.377	10.463	10.55	10.547	10.309	10.38	10.337	10.576	10.531	10.54	10.61	10.681	10.513	10.372	10.504	10.648	10.738	10.426	10.581	10.204	10.18	10.778	10.323	10.198	10.213	10.149	10.483	10.519	10.477	10.31	10.223	10.09	10.451	10.302	10.492	10.571	10.688	10.511	10.794	10.704	10.496	10.715	10.097	10.385	10.479	10.383	10.587	10.659	10.156	9.7583	9.8237	9.6864	fatty acid biosynthetic process [GO:0006633]| long-chain fatty acid biosynthetic process [GO:0042759]| malonyl-CoA biosynthetic process [GO:2001295]| negative regulation of translation [GO:0017148]	acetate CoA-transferase complex [GO:0009329]| cytosol [GO:0005829]	acetyl-CoA carboxylase activity [GO:0003989]| ATP binding [GO:0005524]| carboxyl- or carbamoyltransferase activity [GO:0016743]| DNA binding [GO:0003677]| mRNA binding [GO:0003729]| zinc ion binding [GO:0008270]	SUBCELLULAR LOCATION: Cytoplasm.
aceA	8.0264	8.2995	7.9973	8.0699	8.571	8.2784	9.7932	10.036	9.0573	9.1002	10.477	10.492	9.3706	9.5562	8.9143	8.5072	12.247	12.185	12.008	13.289	13.062	13.315	8.9757	9.0997	9.1108	8.375	8.485	8.7079	9.1584	8.551	8.5397	8.8007	8.8425	8.6913	8.6738	8.971	8.8975	10.501	9.7106	9.2625	12.705	12.615	12.653	10.456	10.548	10.189	12.176	12.243	12.265	11.538	11.403	11.517	11.916	11.934	11.984	10.418	10.353	10.098	10.67	10.612	10.833	10.413	10.68	10.35	10.561	12.709	12.853	11.712	12.536	12.7	12.591	12.675	12.595	12.833	12.579	12.569	12.416	12.584	12.749	12.431	12.516	12.611	12.693	11.586	10.927	10.247	10.745	10.768	12.355	12.19	13.989	13.718	13.843	13.889	10.781	10.98	10.083	11.42	11.201	13.013	glyoxylate cycle [GO:0006097]| tricarboxylic acid cycle [GO:0006099]	cytosol [GO:0005829]	cation binding [GO:0043169]| isocitrate lyase activity [GO:0004451]| metal ion binding [GO:0046872]	
aceB	8.9903	9.1209	8.6905	8.9978	9.4429	8.9414	11.179	11.282	9.8217	9.9432	11.005	11.011	10.379	10.388	10.06	9.7851	12.157	12.33	12.282	13.241	13.069	13.074	9.4485	9.5448	9.794	8.9393	9.1964	9.3262	9.8565	9.4909	9.508	9.8365	10.063	9.6198	9.8585	10.133	9.9764	11.164	10.608	10.271	12.953	12.966	12.919	11.505	11.5	11.415	12.607	12.669	12.791	12.276	12.094	12.145	12.699	12.771	12.755	11.387	11.333	11.29	11.497	11.434	11.626	11.806	11.764	11.485	11.523	13.121	13.109	12.382	12.707	12.92	12.844	13.066	13.21	13.069	13.192	13.162	12.975	13.059	13.158	12.997	12.699	12.953	13.034	11.526	11.185	10.542	10.863	10.897	12.231	12.028	13.44	13.419	13.48	13.34	10.673	10.787	10.337	11.22	11.425	12.871	glyoxylate cycle [GO:0006097]| tricarboxylic acid cycle [GO:0006099]	cytoplasm [GO:0005737]	malate synthase activity [GO:0004474]	SUBCELLULAR LOCATION: Cytoplasm.
aceE	13.061	13.183	12.972	13.142	12.596	12.645	12.074	11.726	12.3	12.151	12.746	12.346	12.425	12.078	11.579	11.724	10.854	10.609	10.931	10.606	10.524	10.075	12.403	12.66	12.509	11.087	10.945	10.625	10.132	9.7177	10.027	9.3765	9.1332	9.2125	9.3476	9.3986	9.2594	8.9668	9.2204	9.2657	12.176	12.216	12.224	11.838	11.845	11.775	12.611	12.706	12.757	12.748	13.089	12.836	12.321	12.532	12.724	11.824	11.702	11.619	11.789	12.015	11.773	11.605	11.304	11.71	11.422	12.329	12.458	11.012	12.118	12.179	12.09	11.953	11.638	11.789	12.437	12.371	12.354	12.679	12.554	12.311	12.102	12.07	12.337	12.23	11.292	11.211	11.484	11.378	11.243	11.159	11.065	10.963	11.023	11.095	11.067	11.302	11.08	11.478	11.522	9.7689	glycolytic process [GO:0006096]	cytosol [GO:0005829]| cytosolic pyruvate dehydrogenase complex [GO:0045250]| membrane [GO:0016020]	identical protein binding [GO:0042802]| magnesium ion binding [GO:0000287]| protein homodimerization activity [GO:0042803]| pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]| pyruvate dehydrogenase activity [GO:0004738]| thiamine pyrophosphate binding [GO:0030976]	
aceF	12.55	12.705	12.445	12.69	12.078	12.109	11.423	11.107	11.379	11.236	12.205	11.647	11.897	11.555	10.877	11.076	10.597	10.605	10.604	10.345	10.234	9.8352	12.176	12.326	12.42	10.999	10.749	10.437	9.6207	9.2176	9.4679	8.9646	8.6159	8.8195	8.516	8.6461	8.6597	8.0895	8.6536	8.6505	11.671	11.996	12.083	11.404	11.394	11.289	12.17	12.277	12.34	12.529	12.983	12.619	12.041	12.262	12.238	11.175	11.11	11.065	11.557	11.382	11.271	11.117	10.87	11.259	11.304	12.018	11.953	10.869	11.555	12.008	11.523	11.776	11.498	11.343	11.889	11.897	11.866	12.225	12.163	11.707	11.591	11.574	11.973	11.65	10.964	11.068	11.258	11.02	10.772	10.982	10.558	10.554	10.688	10.559	10.796	11.059	10.972	11.362	11.274	9.6303	acetyl-CoA biosynthetic process from pyruvate [GO:0006086]| glycolytic process [GO:0006096]| pyruvate metabolic process [GO:0006090]	cytoplasm [GO:0005737]| pyruvate dehydrogenase complex [GO:0045254]	acetyltransferase activity [GO:0016407]| dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]| lipoic acid binding [GO:0031405]	
aceK	8.9377	8.8702	8.7824	8.657	8.8067	8.9208	8.9049	8.9011	8.1164	8.1502	8.3924	8.9225	7.9743	8.2905	7.9015	7.9241	8.7296	8.9219	8.7716	9.5037	9.0286	9.3012	7.8598	7.7049	7.8071	7.9321	8.0057	8.3134	7.9811	8.1411	8.2214	7.7906	8.1033	7.9371	8.156	8.2775	8.0947	8.3957	8.1591	8.2204	9.18	9.1046	9.1505	8.4685	8.5163	8.3064	8.8816	8.6088	9.2423	8.5908	8.3863	8.5751	8.8362	8.8273	8.9664	8.4091	8.3753	8.3362	8.3778	8.3441	8.3998	8.3239	8.3405	8.401	8.3701	9.2897	9.4464	8.6877	9.0941	9.2299	9.153	9.3455	9.2869	9.1874	9.399	9.3625	9.2793	9.3121	9.4297	9.2481	9.0589	9.0711	9.2674	8.5699	8.2905	8.4395	8.401	8.5709	8.7325	8.9057	9.7657	9.6996	10.055	10.063	8.5174	8.5291	8.5262	8.3589	8.0456	9.5323	glucose metabolic process [GO:0006006]| glyoxylate cycle [GO:0006097]| peptidyl-serine dephosphorylation [GO:0070262]| peptidyl-serine phosphorylation [GO:0018105]| protein dephosphorylation [GO:0006470]| regulation of catalytic activity [GO:0050790]| tricarboxylic acid cycle [GO:0006099]	cytoplasm [GO:0005737]	[isocitrate dehydrogenase (NADP+)] kinase activity [GO:0008772]| AMP binding [GO:0016208]| ATP binding [GO:0005524]| phosphoprotein phosphatase activity [GO:0004721]| protein serine/threonine kinase activity [GO:0004674]| protein serine/threonine phosphatase activity [GO:0004722]	SUBCELLULAR LOCATION: Cytoplasm.
ackA	11.899	12.205	12.029	12.299	12.226	11.507	11.506	11.365	12.052	11.829	11.601	11.282	11.808	11.909	12.004	11.978	11.034	10.972	11.06	10.661	10.629	10.731	12.311	12.348	12.297	11.942	11.794	11.677	11.765	11.779	11.697	11.497	11.556	11.376	11.079	11.134	10.982	10.867	10.815	10.808	10.96	11.005	10.938	13.059	13.003	13.002	12.438	12.149	12.246	11.823	11.95	11.965	11.214	11.077	11.184	13.206	13.101	12.833	13.173	12.9	12.865	13.036	12.961	12.947	12.914	11.004	10.978	12.395	10.89	10.885	10.888	10.932	11.042	10.787	11.176	11.292	11.139	11.441	11.445	11.465	10.878	10.857	10.979	11.139	10.696	10.759	10.649	10.735	10.957	10.997	11.129	10.844	11.203	11.089	9.9264	10.364	10.325	9.6581	9.9236	11.012	acetate biosynthetic process [GO:0019413]| acetate metabolic process [GO:0006083]| acetyl-CoA biosynthetic process [GO:0006085]| propionate biosynthetic process [GO:0019542]| single-species biofilm formation on inanimate substrate [GO:0044011]	cytosol [GO:0005829]| membrane [GO:0016020]	acetate kinase activity [GO:0008776]| ATP binding [GO:0005524]| magnesium ion binding [GO:0000287]| zinc ion binding [GO:0008270]	SUBCELLULAR LOCATION: Cytoplasm.
acnA	8.4305	8.4643	8.4656	8.7366	8.4017	8.2837	8.6531	8.6188	9.6923	9.622	9.103	9.1173	9.3888	9.4779	9.3367	9.2878	9.4942	9.5125	9.5755	10.037	10.066	9.8358	9.2016	9.1349	8.9396	9.5418	9.4471	9.4065	9.0468	9.126	9.3574	8.8409	9.1931	9.1795	9.3735	9.459	9.2341	9.3929	9.0981	9.2217	9.6677	9.8546	9.7192	8.8098	8.5527	8.764	9.7736	9.8814	9.7199	9.2465	9.2756	9.2106	10.356	10.602	10.271	8.5666	8.681	8.8181	8.6249	8.5856	8.5575	8.767	8.9174	8.7279	8.6785	9.5546	9.8657	8.8059	9.355	10.247	9.5266	9.5935	9.6782	9.716	9.4809	9.3751	9.3414	9.2446	9.2829	9.2633	9.4761	9.5535	9.8813	9.4753	9.2945	9.6401	9.4171	9.2261	9.4773	9.4425	9.9562	9.8765	10.327	10.08	9.0636	9.2177	9.3924	9.4112	9.3496	10.589	anaerobic respiration [GO:0009061]| citrate metabolic process [GO:0006101]| glyoxylate cycle [GO:0006097]| response to oxidative stress [GO:0006979]| tricarboxylic acid cycle [GO:0006099]	cytoplasm [GO:0005737]| cytosol [GO:0005829]	4 iron, 4 sulfur cluster binding [GO:0051539]| aconitate hydratase activity [GO:0003994]| citrate dehydratase activity [GO:0047780]| iron ion binding [GO:0005506]| metal ion binding [GO:0046872]| mRNA 3'-UTR binding [GO:0003730]| mRNA binding [GO:0003729]	
acnB	8.8973	9.1008	8.3562	9.0581	8.1938	9.0455	9.8519	9.7925	10.559	10.577	10.571	10.272	10.531	10.382	10.19	10.177	11.608	11.452	11.52	11.38	11.13	10.966	10.187	10.417	10.471	9.7115	9.4871	9.942	9.5229	9.4197	9.616	9.7121	9.4823	9.5766	9.5251	9.4135	9.5245	9.6618	9.742	9.615	11.043	10.716	11.029	9.1339	9.2039	9.254	10.822	10.84	10.629	9.04	9.6155	9.6156	9.9553	10.452	10.408	8.9614	8.8087	9.0169	9.1095	9.0028	9.1372	8.9193	8.8362	9.2311	8.795	10.94	10.922	8.9164	10.89	11.256	10.989	10.375	10.236	10.559	10.675	10.373	10.602	10.088	9.8832	10.035	10.77	10.767	10.833	10.486	10.205	10.184	10.673	10.626	10.478	10.863	11.059	10.779	11.174	10.955	10.93	10.884	10.287	11.199	11.194	10.389	glyoxylate cycle [GO:0006097]| propionate catabolic process, 2-methylcitrate cycle [GO:0019629]| regulation of translation [GO:0006417]| tricarboxylic acid cycle [GO:0006099]	cytosol [GO:0005829]	2-methylisocitrate dehydratase activity [GO:0047456]| 4 iron, 4 sulfur cluster binding [GO:0051539]| aconitate hydratase activity [GO:0003994]| citrate dehydratase activity [GO:0047780]| metal ion binding [GO:0046872]| mRNA 3'-UTR binding [GO:0003730]| mRNA binding [GO:0003729]	
acpH	6.9901	7.1001	6.9076	7.165	7.2461	7.068	7.1406	7.1779	8.0959	7.7032	7.502	7.3174	7.6977	7.7414	8.0799	7.8684	7.5732	7.722	7.7591	7.7781	7.5401	7.8073	7.7861	7.5583	7.7416	7.7788	7.7302	7.7906	7.5497	7.4706	7.7128	7.5993	7.5932	7.6618	7.6874	7.7217	7.7342	7.819	7.6143	7.9183	7.8201	8.1801	8.1689	7.9232	7.6983	7.8358	7.8222	7.8304	7.9337	8.0319	7.9928	7.9224	7.9796	7.926	8.06	7.6944	7.8173	7.8142	7.7824	7.8518	7.7138	7.8265	8.1261	7.9604	7.8509	7.9337	7.8702	7.8586	7.8031	8.0354	7.968	7.9581	7.8647	7.7802	7.9206	7.8608	7.9327	8.0536	7.906	7.8927	7.8296	7.9136	8.0638	8.2442	8.2766	8.4034	8.2146	8.0267	8.1619	8.034	8.167	8.4169	8.3048	8.374	8.0915	8.3707	8.0279	8.3908	8.3267	8.8301	fatty acid biosynthetic process [GO:0006633]		[acyl-carrier-protein] phosphodiesterase activity [GO:0008770]	
acpP	13.13	13.339	13.01	13.248	12.365	13.03	12.681	12.766	13.666	13.417	12.992	12.812	13.348	13.277	13.516	13.578	13.026	13.023	13.144	13.075	13.027	13.057	13.264	13.228	13.241	12.989	13.012	13.104	12.62	12.614	12.576	12.473	12.586	12.645	12.471	12.604	12.519	12.618	12.535	12.536	13.118	13.443	13.424	13.171	13.264	13.249	13.163	13.186	13.024	12.986	13.21	12.842	12.978	12.889	12.907	13.278	13.228	13.368	13.002	13.073	12.983	13.357	13.306	13.245	13.288	12.978	12.735	12.764	12.936	13.09	13.036	13.016	13.179	12.99	13.11	13.122	13.046	12.961	12.82	13.01	12.87	13.053	12.935	13.523	13.809	14.069	13.984	14.041	13.466	13.446	13.144	13.012	13.262	13.416	14.028	14.098	13.73	13.975	14.005	13.577	fatty acid biosynthetic process [GO:0006633]| lipid A biosynthetic process [GO:0009245]| lipid biosynthetic process [GO:0008610]| response to drug [GO:0042493]	cytoplasm [GO:0005737]| cytosol [GO:0005829]	acyl binding [GO:0000035]| acyl carrier activity [GO:0000036]| lipid binding [GO:0008289]| phosphopantetheine binding [GO:0031177]	SUBCELLULAR LOCATION: Cytoplasm.
acpS	9.3216	9.3922	8.9994	9.4129	9.3377	9.1309	9.3552	9.3558	9.0865	9.0467	9.4103	9.3348	9.0783	9.1451	8.9285	8.8133	9.45	9.3693	9.5282	9.5271	9.4912	9.5779	9.4645	9.2703	9.3307	8.8068	8.9068	9.0077	8.8829	8.7555	8.8791	8.7229	9.0241	8.7564	8.7959	8.792	8.6979	8.8301	8.6967	8.9081	9.6639	9.6291	9.6317	9.7984	9.7783	9.9162	9.5184	9.3844	9.5845	9.7147	9.6078	9.6117	9.4894	9.7176	9.5863	9.5749	9.8575	9.8473	9.7606	9.8718	9.8174	9.8275	9.9906	9.9062	9.7653	9.5871	9.5042	9.6924	9.5371	9.4727	9.4669	9.4922	9.7888	9.4144	9.8076	9.6004	9.664	9.5748	9.6607	9.7451	9.3581	9.4396	9.5567	9.5258	9.1795	9.0007	9.458	9.5084	9.0949	9.4461	9.0274	9.2416	9.3781	9.13	9.2477	9.0833	9.0474	8.9486	9.1223	8.9516	fatty acid biosynthetic process [GO:0006633]| peptidyl-serine phosphopantetheinylation [GO:0018070]	cytoplasm [GO:0005737]	holo-[acyl-carrier-protein] synthase activity [GO:0008897]| magnesium ion binding [GO:0000287]| transferase activity [GO:0016740]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
acpT	8.9621	8.8075	9.078	9.3345	9.148	8.9728	9.4736	9.4386	8.3874	8.4421	8.813	8.6711	9.0646	9.0868	9.208	8.7907	9.2116	9.2253	8.9796	9.0885	8.8765	8.9459	9.0587	8.7665	8.9107	9.1376	9.3317	9.0492	9.3341	9.2147	9.3175	9.332	9.5914	9.3985	9.2126	9.3109	9.3344	9.1418	9.1592	9.2413	8.987	9.09	8.8945	9.0762	8.9761	8.9896	8.8756	8.834	8.8764	8.9922	9.0086	8.9767	9.0424	9.0239	8.8974	9.0137	9.1384	9.0556	8.8804	9.0037	8.9557	9.16	9.0546	9.08	9.067	8.8501	8.8071	8.9838	8.8836	8.9287	8.8914	8.9718	9.065	8.9184	8.9773	9.0916	9.0678	8.8418	8.7797	8.9686	8.9988	8.7841	8.9034	8.7289	9.0202	8.8439	8.8854	8.6609	9.0204	8.869	8.8235	8.977	9.0416	8.7597	8.6535	8.6665	8.6514	8.4743	8.2395	8.7208	fatty acid biosynthetic process [GO:0006633]| lysine biosynthetic process via aminoadipic acid [GO:0019878]| peptidyl-serine phosphopantetheinylation [GO:0018070]	cytosol [GO:0005829]	holo-[acyl-carrier-protein] synthase activity [GO:0008897]| magnesium ion binding [GO:0000287]	
acrA	9.4884	10.218	9.4695	10.089	9.675	9.6408	10.634	10.83	9.4319	9.1542	10.497	9.7769	9.9995	9.8166	9.9804	10.005	10.897	10.915	11.061	10.863	10.756	10.704	10.967	11.238	11.053	9.8611	9.3841	9.787	10.294	10.192	10.026	9.8389	9.645	9.8678	9.2871	9.3667	9.2158	9.0287	9.2712	9.2269	11.186	11.154	11.262	11.199	11.149	11.18	10.902	10.743	10.794	10.854	11.157	10.988	10.839	11.04	10.818	11.17	10.931	11.013	11.129	11.036	11.012	11.04	10.748	11.105	10.912	10.884	11.095	11.209	10.919	10.953	10.888	10.952	10.866	10.954	11.202	11.156	11.051	11.144	11.015	11.146	10.93	10.936	10.91	10.867	10.707	10.42	10.221	10.218	10.511	10.304	10.446	10.236	10.513	10.467	9.8468	10.192	10.154	9.1251	9.4616	9.7852	bile acid and bile salt transport [GO:0015721]| response to antibiotic [GO:0046677]| xenobiotic transport [GO:0042908]	efflux pump complex [GO:1990281]| intrinsic component of plasma membrane [GO:0031226]| outer membrane-bounded periplasmic space [GO:0030288]	identical protein binding [GO:0042802]| xenobiotic transmembrane transporter activity [GO:0042910]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15228545, ECO:0000269|PubMed:16079137}| Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303, ECO:0000269|PubMed:15228545, ECO:0000269|PubMed:16079137}. Note=An unlipidated version of this protein (directed to the periplasm by the OmpA signal sequence) functions normally.
acrB	8.97	9.214	8.6124	9.0733	8.9646	8.8539	9.4508	9.6987	8.7997	8.842	9.7729	9.2945	9.1858	8.6265	8.9439	9.0727	9.8902	9.6553	9.9389	9.9416	9.8201	9.5647	10.286	10.514	10.349	8.6669	8.6607	8.8048	8.6672	8.7698	8.6175	8.641	8.3911	8.6684	8.5118	8.4996	8.3606	8.1602	8.5953	8.5721	10.234	10.037	10.231	10.224	10.158	10.213	9.9211	9.8794	10.118	10.023	10.235	10.217	9.9408	10.102	10.079	10.355	10.144	10.186	10.381	10.285	10.264	9.9433	9.6461	10.378	10.132	10.067	10.235	10.378	9.9428	10.21	9.8559	9.9453	9.8295	10.008	10.231	10.052	10.127	10.264	10.261	10.002	9.8833	10.011	10.055	9.9183	9.7653	9.8918	9.6694	9.8872	9.523	9.6977	9.5228	9.3192	9.7732	9.6782	9.7938	9.765	9.5546	10.068	10.101	9.6746		efflux pump complex [GO:1990281]| integral component of plasma membrane [GO:0005887]| membrane [GO:0016020]| outer membrane-bounded periplasmic space [GO:0030288]| plasma membrane [GO:0005886]	efflux transmembrane transporter activity [GO:0015562]| identical protein binding [GO:0042802]| xenobiotic transmembrane transporter activity [GO:0042910]	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15228545, ECO:0000269|PubMed:16079137}| Multi-pass membrane protein {ECO:0000269|PubMed:15228545, ECO:0000269|PubMed:16079137}.
